eco_code,percentage_of_use %,percentage_of_win %,number_of_use,number_of_wins
C42,68.80341880341881,54.6583850931677,161,88
D49,8.974358974358974,33.33333333333333,21,7
D27,8.974358974358974,23.809523809523807,21,5
D35,5.982905982905983,64.28571428571429,14,9
A50,3.418803418803419,37.5,8,3
A20,1.7094017094017095,50.0,4,2
D45,1.282051282051282,100.0,3,3
D14,0.4273504273504274,100.0,1,1
D73,0.4273504273504274,100.0,1,1
