eco_code,percentage_of_use %,percentage_of_win %,number_of_use,number_of_wins
C42,96.66666666666667,87.93103448275862,290,255
D49,1.3333333333333335,75.0,4,3
C43,0.6666666666666667,100.0,2,2
D27,0.6666666666666667,100.0,2,2
D45,0.33333333333333337,100.0,1,1
D25,0.33333333333333337,100.0,1,1
