eco_code,percentage_of_use %,percentage_of_win %,number_of_use,number_of_wins
C42,91.0,69.96336996336996,273,191
D49,4.333333333333334,84.61538461538461,13,11
D27,2.3333333333333335,100.0,7,7
C43,1.6666666666666667,100.0,5,5
A20,0.33333333333333337,0.0,1,
D45,0.33333333333333337,0.0,1,
