eco_code,percentage_of_use %,percentage_of_win %,number_of_use,number_of_wins
C42,92.0,97.46376811594203,276,269
C43,2.666666666666667,100.0,8,8
A06,2.0,100.0,6,6
D27,1.0,100.0,3,3
D25,1.0,100.0,3,3
D29,0.33333333333333337,100.0,1,1
D49,0.33333333333333337,100.0,1,1
D14,0.33333333333333337,100.0,1,1
D12,0.33333333333333337,100.0,1,1
